epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,4059.24,1.00389,0.65949,1.45498,0.97132,0.48985,0.59565,0.39732,1.12917,0.49568,1.8042,0.009142,0.009142,0.009142
15,4275.15,1.00211,0.6662,1.46204,0.54892,0.6531,0.53895,0.38289,1.00705,0.47334,1.63949,0.009076,0.009076,0.009076
16,4486.58,0.99718,0.6469,1.44729,0.54599,0.66159,0.535,0.39554,0.97433,0.43739,1.61673,0.00901,0.00901,0.00901
17,4734.43,0.98463,0.65132,1.44462,0.49843,0.5196,0.52595,0.37017,1.1224,0.44971,1.73175,0.008944,0.008944,0.008944
18,4984.32,0.97993,0.63618,1.43897,0.4744,0.49901,0.55317,0.40125,1.02615,0.4589,1.63731,0.008878,0.008878,0.008878
19,5175.88,0.96595,0.63214,1.42747,0.5866,0.65398,0.55934,0.37467,1.15235,0.4557,1.79699,0.008812,0.008812,0.008812
20,5391.06,0.97548,0.62673,1.43824,0.64908,0.65651,0.62087,0.44152,1.11032,0.43625,1.74471,0.008746,0.008746,0.008746
21,5641.35,0.96729,0.62655,1.42705,0.52646,0.81655,0.55512,0.39586,1.04046,0.49415,1.65569,0.00868,0.00868,0.00868
22,5890.5,0.96678,0.61825,1.4268,0.86974,0.65315,0.67417,0.51248,1.00894,0.43994,1.66234,0.008614,0.008614,0.008614
23,6175.91,0.96299,0.6117,1.42708,0.62953,0.65651,0.57406,0.4274,1.01691,0.41274,1.62672,0.008548,0.008548,0.008548
24,6427.99,0.95418,0.60497,1.41481,0.5661,0.64632,0.54944,0.41113,1.04338,0.4353,1.6359,0.008482,0.008482,0.008482
25,6644.19,0.9494,0.60978,1.41591,0.72488,0.65905,0.59054,0.44445,1.03075,0.41022,1.63068,0.008416,0.008416,0.008416
26,6855.5,0.95184,0.60594,1.41326,0.6484,0.65651,0.59833,0.44487,1.01078,0.42045,1.62417,0.00835,0.00835,0.00835
27,7045.61,0.94569,0.60154,1.4087,0.57182,0.65905,0.59573,0.44685,0.98259,0.40022,1.60289,0.008284,0.008284,0.008284
28,7273.91,0.93526,0.59577,1.39974,0.56142,0.58663,0.58913,0.43858,1.03997,0.4263,1.63844,0.008218,0.008218,0.008218
29,7486.22,0.93615,0.59504,1.40586,0.59935,0.65651,0.56895,0.42853,1.00915,0.4196,1.62421,0.008152,0.008152,0.008152
30,7736.96,0.93113,0.58329,1.3977,0.53926,0.6563,0.55155,0.39651,1.0769,0.42962,1.6801,0.008086,0.008086,0.008086
31,7986.95,0.93146,0.58564,1.39672,0.61298,0.65905,0.59798,0.44765,1.03099,0.4068,1.63502,0.00802,0.00802,0.00802
32,8234.35,0.93239,0.57512,1.39998,0.63193,0.64359,0.56451,0.41683,1.0064,0.42973,1.62209,0.007954,0.007954,0.007954
33,8437.78,0.91948,0.57652,1.39156,0.48934,0.48985,0.53429,0.39125,1.02577,0.42256,1.62202,0.007888,0.007888,0.007888
34,8690.88,0.92051,0.58309,1.39008,0.54349,0.65651,0.53702,0.39219,1.0603,0.42745,1.64688,0.007822,0.007822,0.007822
35,8882.82,0.92035,0.56558,1.3899,0.5856,0.65905,0.53789,0.3914,1.0279,0.40986,1.63821,0.007756,0.007756,0.007756
36,9108.98,0.91761,0.57062,1.39003,0.64069,0.65905,0.57495,0.44404,0.97659,0.39434,1.55759,0.00769,0.00769,0.00769
37,9304.93,0.90703,0.56026,1.38189,0.62816,0.65153,0.56175,0.42085,0.99711,0.41482,1.59977,0.007624,0.007624,0.007624
38,9507.86,0.89375,0.56023,1.37091,0.65106,0.64334,0.61099,0.4576,1.02973,0.41213,1.67027,0.007558,0.007558,0.007558
39,9699.64,0.90977,0.5622,1.38186,0.7317,0.63483,0.68443,0.52547,1.05518,0.42968,1.6303,0.007492,0.007492,0.007492
40,9902.11,0.89437,0.55595,1.37378,0.85551,0.65835,0.68609,0.54626,1.09742,0.40018,1.67559,0.007426,0.007426,0.007426
41,10123.3,0.90516,0.5582,1.38214,0.78177,0.64698,0.6938,0.54616,1.02399,0.40316,1.62083,0.00736,0.00736,0.00736
42,10371.3,0.89649,0.56147,1.37047,0.73075,0.63879,0.676,0.52704,0.97805,0.42322,1.57237,0.007294,0.007294,0.007294
43,10548.5,0.89293,0.55125,1.37076,0.64431,0.65651,0.56703,0.42617,1.02406,0.40436,1.60244,0.007228,0.007228,0.007228
44,10772.6,0.8947,0.54923,1.37057,0.67952,0.64725,0.60213,0.46064,1.01798,0.4164,1.5972,0.007162,0.007162,0.007162
45,11059.5,0.88882,0.54367,1.36834,0.61277,0.65865,0.56392,0.41088,1.06202,0.40978,1.64408,0.007096,0.007096,0.007096
46,11303,0.88227,0.54515,1.36154,0.6007,0.65905,0.56794,0.42731,1.00006,0.41067,1.5908,0.00703,0.00703,0.00703
47,11498.6,0.88382,0.54777,1.36439,0.59945,0.65417,0.57895,0.43599,1.03091,0.41763,1.5981,0.006964,0.006964,0.006964
48,11767.1,0.87706,0.53946,1.3587,0.6428,0.65221,0.56434,0.42823,0.99403,0.4033,1.56692,0.006898,0.006898,0.006898
49,11971.1,0.87651,0.53977,1.36006,0.61434,0.65398,0.60929,0.46269,1.02635,0.38094,1.61148,0.006832,0.006832,0.006832
50,12216.8,0.86472,0.53773,1.35301,0.70611,0.64504,0.59232,0.44929,1.01579,0.42148,1.59921,0.006766,0.006766,0.006766
51,12420.6,0.86555,0.5326,1.3529,0.63634,0.64284,0.57874,0.43562,1.03745,0.42257,1.60004,0.0067,0.0067,0.0067
52,12669,0.87554,0.52914,1.35795,0.63756,0.62478,0.60285,0.44212,1.02519,0.41223,1.60319,0.006634,0.006634,0.006634
53,12918.2,0.87421,0.52713,1.35903,0.89228,0.64033,0.67786,0.50807,1.04194,0.40739,1.60363,0.006568,0.006568,0.006568
54,13162.9,0.8619,0.53256,1.34836,0.72452,0.65321,0.59832,0.46271,1.00247,0.39456,1.58983,0.006502,0.006502,0.006502
55,13413.1,0.85442,0.52706,1.34704,0.71886,0.65144,0.58921,0.44754,1.00947,0.40504,1.5967,0.006436,0.006436,0.006436
56,13658.3,0.84924,0.52285,1.3394,0.7076,0.62864,0.59082,0.44737,1.04397,0.40091,1.6115,0.00637,0.00637,0.00637
57,13908.6,0.85471,0.52414,1.34113,0.7173,0.62318,0.67095,0.50532,1.01374,0.40611,1.59582,0.006304,0.006304,0.006304
58,14156.4,0.85716,0.52412,1.34876,0.83283,0.62381,0.6642,0.51534,1.03034,0.40886,1.61279,0.006238,0.006238,0.006238
59,14370.8,0.84698,0.5146,1.33945,0.72103,0.62914,0.58921,0.44711,1.03005,0.40003,1.62641,0.006172,0.006172,0.006172
60,14618.9,0.84972,0.50977,1.34177,0.93002,0.65024,0.66351,0.51833,1.0279,0.39238,1.6151,0.006106,0.006106,0.006106
61,14877.4,0.84301,0.51383,1.33693,0.88296,0.61852,0.68654,0.53582,1.01204,0.3812,1.60009,0.00604,0.00604,0.00604
62,15122.7,0.84677,0.51523,1.33783,0.64155,0.63599,0.57403,0.43358,0.9877,0.39748,1.58323,0.005974,0.005974,0.005974
63,15370.6,0.84206,0.50481,1.33623,0.57229,0.64895,0.54784,0.4108,1.00866,0.39952,1.59135,0.005908,0.005908,0.005908
64,15616.7,0.8352,0.50657,1.33646,0.55581,0.6524,0.5417,0.40383,1.03119,0.40615,1.60486,0.005842,0.005842,0.005842
65,15868.5,0.84325,0.50168,1.33262,0.63919,0.64104,0.57063,0.42627,1.03353,0.39839,1.6067,0.005776,0.005776,0.005776
66,16114.5,0.83155,0.49665,1.32418,0.60024,0.64023,0.5551,0.41293,1.03341,0.40926,1.60766,0.00571,0.00571,0.00571
67,16363.1,0.83337,0.5001,1.33094,0.57244,0.65592,0.54551,0.41076,1.01498,0.38938,1.59234,0.005644,0.005644,0.005644
68,16611.4,0.8233,0.49695,1.31899,0.58417,0.65905,0.55502,0.41945,1.01899,0.3843,1.60184,0.005578,0.005578,0.005578
69,16860.3,0.8198,0.49127,1.31738,0.57216,0.65863,0.53249,0.40157,1.03273,0.39745,1.62453,0.005512,0.005512,0.005512
70,17072.1,0.8193,0.48442,1.31841,0.60702,0.65177,0.54116,0.41079,1.02663,0.40464,1.61929,0.005446,0.005446,0.005446
71,17286.3,0.81395,0.48542,1.31309,0.57372,0.65531,0.53135,0.39891,1.05479,0.41313,1.64938,0.00538,0.00538,0.00538
72,17523.6,0.8141,0.48194,1.3159,0.55245,0.65905,0.52441,0.39361,1.04022,0.41106,1.62291,0.005314,0.005314,0.005314
73,17771,0.81748,0.48501,1.31329,0.55422,0.65905,0.52553,0.39749,1.02692,0.40441,1.61703,0.005248,0.005248,0.005248
74,18019.6,0.80156,0.47494,1.30846,0.55674,0.65905,0.53105,0.40334,1.02677,0.40373,1.61621,0.005182,0.005182,0.005182
75,18222.7,0.80725,0.47687,1.30673,0.60401,0.65651,0.53852,0.40735,1.03806,0.40026,1.63176,0.005116,0.005116,0.005116
76,18472.5,0.80188,0.47532,1.30232,0.61054,0.65905,0.5403,0.40681,1.05076,0.39264,1.64501,0.00505,0.00505,0.00505
77,18720.6,0.79959,0.47661,1.30573,0.6038,0.65905,0.54161,0.40845,1.0273,0.38836,1.62731,0.004984,0.004984,0.004984
78,18969.3,0.79616,0.47421,1.30082,0.60444,0.65651,0.54051,0.40547,1.03433,0.40018,1.63213,0.004918,0.004918,0.004918
79,19221.1,0.7958,0.46504,1.30297,0.6107,0.65398,0.54097,0.40968,1.0499,0.40449,1.6445,0.004852,0.004852,0.004852
80,19470.3,0.79912,0.47238,1.30193,0.56406,0.65651,0.53224,0.40098,1.04872,0.40429,1.63399,0.004786,0.004786,0.004786
81,19661.4,0.7902,0.46157,1.29811,0.55823,0.65651,0.53271,0.40283,1.04895,0.39135,1.6362,0.00472,0.00472,0.00472
82,19877.5,0.79306,0.45936,1.29408,0.57107,0.65898,0.5531,0.41715,1.03246,0.38262,1.62724,0.004654,0.004654,0.004654
83,20205.9,0.78534,0.46457,1.29586,0.56543,0.65905,0.55868,0.42326,1.02296,0.38814,1.61882,0.004588,0.004588,0.004588
84,20451,0.7816,0.46519,1.29117,0.573,0.65905,0.55341,0.41934,1.01918,0.39382,1.61601,0.004522,0.004522,0.004522
85,20649.7,0.77522,0.45555,1.28641,0.5649,0.65651,0.53499,0.40644,1.02518,0.39575,1.62503,0.004456,0.004456,0.004456
86,20897.6,0.77921,0.46024,1.29075,0.61516,0.65398,0.55692,0.42347,1.02489,0.39532,1.62953,0.00439,0.00439,0.00439
87,21116.1,0.76704,0.45012,1.28171,0.61288,0.65398,0.55679,0.42421,1.02152,0.40216,1.62523,0.004324,0.004324,0.004324
88,21362.9,0.76891,0.44719,1.28234,0.63934,0.65398,0.55629,0.42248,1.02654,0.40266,1.6326,0.004258,0.004258,0.004258
89,21595.8,0.77098,0.44989,1.28427,0.59477,0.65398,0.54099,0.40777,1.02153,0.4034,1.63281,0.004192,0.004192,0.004192
90,21841.2,0.76243,0.43894,1.27796,0.60171,0.65398,0.55656,0.42141,1.02373,0.40316,1.63855,0.004126,0.004126,0.004126
91,22085.5,0.76352,0.44595,1.28026,0.63389,0.65398,0.5558,0.42099,1.02483,0.40186,1.63938,0.00406,0.00406,0.00406
92,22330.1,0.75563,0.44614,1.26955,0.71573,0.65144,0.58458,0.44624,1.02689,0.39995,1.64193,0.003994,0.003994,0.003994
93,22569.1,0.75847,0.43915,1.27445,0.71041,0.65168,0.58562,0.449,1.02612,0.39761,1.64127,0.003928,0.003928,0.003928
94,22901.3,0.75096,0.43446,1.26818,0.70091,0.65196,0.58612,0.4482,1.03088,0.38907,1.64795,0.003862,0.003862,0.003862
95,23338.9,0.74898,0.43513,1.26627,0.72384,0.65327,0.58617,0.44888,1.02997,0.38993,1.64825,0.003796,0.003796,0.003796
96,23786,0.74815,0.43279,1.2663,0.7336,0.65132,0.58664,0.45023,1.03499,0.39294,1.65155,0.00373,0.00373,0.00373
97,24615.4,0.74935,0.43495,1.26569,0.61223,0.65494,0.55806,0.42418,1.03887,0.39211,1.655,0.003664,0.003664,0.003664
98,25098.7,0.74405,0.42453,1.26202,0.60726,0.65561,0.54449,0.41187,1.03273,0.39133,1.65116,0.003598,0.003598,0.003598
99,25614,0.74198,0.42585,1.2629,0.6067,0.65579,0.54433,0.41124,1.03169,0.38967,1.65248,0.003532,0.003532,0.003532
100,26046.4,0.74037,0.42744,1.26479,0.60573,0.65636,0.54442,0.41782,1.03163,0.38782,1.65424,0.003466,0.003466,0.003466
101,26446.5,0.73997,0.42671,1.25702,0.60371,0.65651,0.54426,0.41694,1.03441,0.39119,1.65914,0.0034,0.0034,0.0034
102,27440,0.7341,0.42196,1.25853,0.59847,0.65651,0.54345,0.41696,1.03554,0.38764,1.65938,0.003334,0.003334,0.003334
