epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,8036.28,0.75652,0.49721,1.18184,0.95988,0.97654,0.97964,0.62273,1.38969,0.54089,1.92676,0.0002081,0.0002081,0.0002081
183,8079.44,0.77069,0.49794,1.19076,0.95827,0.95918,0.98084,0.62207,1.37186,0.53028,1.88155,0.0001982,0.0001982,0.0001982
184,8123.82,0.77137,0.50671,1.19477,0.92408,0.99365,0.98009,0.61981,1.33777,0.52735,1.83657,0.0001883,0.0001883,0.0001883
185,8166.61,0.77092,0.5145,1.1855,0.94102,0.97692,0.9758,0.62354,1.35091,0.54201,1.85304,0.0001784,0.0001784,0.0001784
186,8212.38,0.75284,0.4952,1.1787,0.92042,0.95918,0.96137,0.60459,1.39138,0.52615,1.94461,0.0001685,0.0001685,0.0001685
187,8255.15,0.75295,0.49839,1.18166,0.93978,0.95559,0.95642,0.61107,1.37221,0.53514,1.88677,0.0001586,0.0001586,0.0001586
188,8300.16,0.75405,0.50413,1.1794,0.93983,0.95633,0.9523,0.61298,1.42374,0.48365,1.99048,0.0001487,0.0001487,0.0001487
189,8343.32,0.76119,0.49205,1.18632,0.95988,0.97959,0.97279,0.62543,1.36156,0.52527,1.88405,0.0001388,0.0001388,0.0001388
190,8387.87,0.76587,0.49891,1.18964,0.93907,0.97959,0.96868,0.61356,1.35001,0.51143,1.87339,0.0001289,0.0001289,0.0001289
191,8433.19,0.6977,0.3501,1.21489,0.95838,0.97959,0.96284,0.59165,1.43883,0.49023,1.98551,0.000119,0.000119,0.000119
192,8474.4,0.66975,0.32971,1.18107,0.93781,0.95918,0.94367,0.58976,1.4142,0.48832,1.93252,0.0001091,0.0001091,0.0001091
193,8517.07,0.65444,0.32222,1.17364,0.93804,0.95918,0.96244,0.59801,1.422,0.50122,1.94231,9.92e-05,9.92e-05,9.92e-05
194,8560.01,0.66252,0.32194,1.18057,0.93808,0.95918,0.96182,0.60833,1.38626,0.4971,1.88901,8.93e-05,8.93e-05,8.93e-05
195,8601.59,0.64976,0.31184,1.17684,0.93865,0.95918,0.96008,0.60576,1.38906,0.50195,1.89265,7.94e-05,7.94e-05,7.94e-05
196,8643.5,0.64692,0.31499,1.16471,0.95862,0.97959,0.98065,0.59853,1.39921,0.52422,1.89616,6.95e-05,6.95e-05,6.95e-05
197,8688.65,0.65959,0.31951,1.17652,0.95838,0.97959,0.98265,0.61132,1.40436,0.51526,1.91894,5.96e-05,5.96e-05,5.96e-05
198,8730.15,0.64038,0.31155,1.16073,0.95825,0.97959,0.98265,0.60124,1.42433,0.52107,1.94834,4.97e-05,4.97e-05,4.97e-05
199,8771.68,0.62296,0.30585,1.14207,0.95797,0.97959,0.98309,0.60976,1.41716,0.51192,1.94232,3.98e-05,3.98e-05,3.98e-05
200,8814.87,0.63248,0.31014,1.15065,0.95814,0.97959,0.98405,0.60595,1.42159,0.50981,1.95036,2.99e-05,2.99e-05,2.99e-05
